LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
1051,4000,667,2667,444,800,800,800,800,800,800,1281,1027,1160,1148,1012,1224,41,31,40,47,51,40,0
40,0,1333,1333,1926,800,800,800,800,800,800,639,328,352,394,374,743,14,10,22,32,28,4,1
81,4000,2000,1333,2222,800,800,800,800,800,800,640,315,329,379,359,745,6,5,5,3,3,8,0
283,0,1333,2667,815,1600,800,800,800,800,1600,867,513,562,611,618,963,14,13,11,64,0,38,1
606,4000,1333,1333,1259,400,400,400,400,400,400,607,288,296,359,346,735,27,20,27,39,56,46,0
81,0,1333,1333,963,1600,800,800,800,800,1600,683,362,385,446,436,814,8,6,5,14,10,0,0
768,4000,2667,2667,296,400,400,0,400,400,0,593,265,270,339,324,714,0,1,5,3,0,3,0
40,4000,667,2667,222,800,800,800,800,800,800,660,349,364,424,407,788,12,5,6,5,17,8,1
81,4000,1333,1333,963,400,400,1600,800,800,800,588,269,271,340,328,719,5,0,6,3,4,0,0
485,0,1333,1333,1556,400,400,400,400,400,400,590,269,273,339,324,716,5,3,5,3,4,3,0
848,0,1333,1333,2074,800,800,800,800,800,800,1131,808,781,964,930,1208,29,15,167,39,49,38,0
202,4000,1333,2667,1037,800,800,400,400,800,800,663,309,273,402,339,728,6,3,74,1,3,304,0
202,0,2000,2667,296,800,800,800,800,800,800,798,447,437,450,437,814,14,7,7,10,12,15,0
81,4000,1333,2667,296,800,800,800,800,800,800,599,282,292,352,335,732,5,3,1,10,19,0,0
1172,0,667,2667,593,0,0,0,0,0,0,665,279,276,334,468,715,18,6,0,236,3,0,0
566,0,667,2667,963,800,800,800,800,800,800,785,496,501,585,563,910,46,49,45,19,14,15,0
1172,4000,667,2667,741,400,400,400,400,400,400,614,269,270,336,324,715,5,1,1,2,3,2,1
566,0,667,2667,519,800,800,800,800,800,0,608,301,283,348,323,714,23,3,0,0,0,403,1
40,4000,1333,2667,2148,1200,1600,1600,1600,1600,1600,604,283,295,358,348,735,0,5,0,5,0,19,1
40,4000,1333,4000,1926,1200,1600,800,800,800,800,619,297,310,375,362,750,5,4,2,3,6,0,0
485,0,2000,2667,889,800,800,800,800,800,800,913,627,696,749,729,1070,27,16,22,26,38,38,0
1980,0,2000,1333,1333,800,400,400,400,400,400,702,272,277,424,330,715,8,6,97,12,0,149,1
40,4000,1333,1333,1259,800,800,800,800,800,800,628,315,322,388,377,763,7,5,7,6,9,0,0
283,4000,667,2667,148,800,800,800,800,800,800,671,331,338,405,362,744,14,7,27,3,3,4,0
566,4000,1333,2667,667,800,800,1600,1600,1600,1600,810,523,558,636,608,976,27,0,36,0,53,0,0
2061,0,667,2667,963,800,800,800,800,800,800,620,296,298,389,390,774,23,16,58,65,94,38,0
768,4000,1333,1333,667,400,1600,400,1600,800,800,593,271,296,359,347,723,0,21,0,0,0,0,0
2828,0,1333,2667,889,400,400,400,400,400,400,616,329,273,360,341,727,79,3,34,31,35,192,0
525,4000,1333,2667,593,800,800,800,1600,800,800,806,499,565,605,580,936,14,28,0,16,23,19,0
687,0,667,2667,1037,800,800,800,800,800,800,771,442,459,514,399,785,14,10,13,19,28,0,0
283,0,667,2667,444,800,800,800,800,800,400,849,556,594,514,387,720,32,10,6,2,16,0,0
242,0,1333,2667,815,800,800,800,800,800,800,718,410,440,500,486,857,8,6,7,11,14,12,0
40,4000,2000,2667,296,400,400,400,800,800,0,630,321,272,338,323,714,68,3,0,0,0,0,1
606,4000,1333,1333,963,1600,1600,1600,800,800,800,860,541,559,609,587,946,21,8,13,19,38,17,0
687,0,667,1333,3111,800,800,800,800,800,800,1145,860,838,830,755,1098,32,18,19,29,47,30,0
81,4000,667,2667,370,400,1600,1600,1600,800,800,620,298,314,368,350,738,0,8,0,2,2,4,0
283,4000,1333,1333,519,800,800,800,800,800,800,862,569,626,638,622,978,18,13,13,19,28,23,0
404,4000,1333,1333,963,800,800,800,1600,800,800,746,436,473,520,500,868,10,13,0,12,19,15,0
1576,0,667,2667,519,400,800,400,800,800,800,660,303,1317,1516,666,737,23,794,1241,3,0,23,0
1010,4000,1333,2667,593,0,0,400,800,800,400,586,265,310,364,323,715,0,32,0,0,2,4,0
808,4000,667,2667,1185,400,400,400,800,400,400,622,339,373,336,335,740,90,79,0,20,70,90,0
40,4000,667,2667,370,1200,0,400,400,400,400,586,265,270,334,326,716,0,1,0,6,5,13,0
889,0,1333,2667,519,800,800,800,800,800,800,699,385,410,475,461,836,9,7,18,13,19,11,0
768,4000,2000,1333,1481,1200,400,400,400,800,400,586,266,268,335,323,715,2,0,1,0,2,55,1
162,4000,2000,1333,1704,400,400,400,400,400,400,598,265,277,340,330,717,1,6,7,12,8,14,0
40,4000,2000,1333,1037,400,1600,1600,1600,1600,800,646,336,347,419,401,783,11,0,13,0,9,13,0
2182,0,667,1333,2370,800,800,800,800,800,800,1299,1045,1184,1214,1188,1433,33,24,34,48,68,114,0
808,0,1333,2667,667,400,400,400,400,800,400,601,280,301,340,325,716,18,25,6,0,6,5,0
1616,4000,2000,1333,2000,400,400,400,400,400,400,609,430,342,380,388,768,201,56,50,107,149,12,0
1980,0,2000,1333,1630,800,800,800,800,800,800,789,474,461,502,471,807,19,17,22,26,47,0,0
283,4000,2000,2667,296,800,800,800,800,800,800,869,564,603,624,578,891,14,9,10,16,19,11,0
1414,4000,667,1333,1037,0,0,0,0,0,0,600,285,273,364,365,731,25,3,33,70,47,210,0
606,4000,667,2667,370,400,400,400,400,400,400,605,271,277,345,323,716,8,7,12,0,4,11,0
81,4000,667,2667,222,800,800,800,800,800,800,648,334,353,416,403,785,6,4,3,6,9,5,0
162,0,1333,2667,148,800,800,800,800,800,800,756,446,462,455,439,816,10,6,5,8,13,7,0
889,0,1333,1333,2889,800,800,800,800,800,800,1052,766,850,844,816,1126,28,16,19,27,40,31,0
283,0,1333,2667,815,800,800,800,800,800,800,667,360,371,440,441,790,14,10,13,29,8,15,0
1980,4000,2000,1333,2370,400,400,400,400,400,400,591,269,269,337,335,722,4,1,3,20,22,8,0
162,4000,667,2667,296,400,400,400,400,400,0,587,265,270,338,323,714,0,1,3,0,0,0,1
1253,0,1333,1333,815,400,400,400,400,800,800,609,267,263,451,512,833,2,0,133,129,22,4,0
1010,4000,1333,2667,667,800,800,800,800,800,800,656,332,355,423,406,783,9,10,13,19,28,23,0
323,4000,1333,1333,667,400,400,400,400,800,800,588,266,270,363,351,740,2,1,31,6,9,8,0
1051,0,2000,1333,2370,800,800,800,800,800,800,1435,1116,1127,779,610,839,40,27,20,19,19,1001,1
1899,4000,2000,1333,1333,0,0,400,400,400,800,768,548,562,416,416,757,336,67,0,153,0,80,0
162,0,1333,4000,2000,1600,1600,1600,1600,1600,800,738,428,468,522,504,873,5,13,4,6,16,34,1
323,4000,1333,1333,2222,800,800,800,800,800,800,985,664,692,697,674,1022,18,11,14,20,42,30,1
1980,0,1333,2667,519,800,800,800,800,800,800,706,390,467,525,480,853,7,43,9,238,12,27,0
162,0,3333,2667,889,800,800,800,800,800,0,746,440,409,419,323,714,7,5,5,0,0,0,0
323,0,1333,1333,2000,800,800,800,800,800,800,769,464,494,541,516,874,13,10,8,11,13,8,0
687,4000,1333,1333,370,800,800,800,800,800,800,599,283,286,359,336,714,5,3,9,3,0,0,0
283,4000,2000,1333,2296,1600,800,800,400,800,800,877,571,453,495,478,851,16,4,179,13,20,0,0
566,0,1333,2667,2296,0,0,0,400,800,800,604,260,248,868,846,1174,6,438,609,32,47,38,0
283,0,2000,1333,2074,800,800,800,800,0,0,862,572,627,334,323,714,19,13,0,0,0,0,0
40,0,667,2667,222,1200,0,0,0,0,400,586,265,268,334,323,719,0,0,0,0,12,0,1
687,0,1333,1333,1778,400,800,800,800,800,800,684,373,398,458,443,821,7,7,5,8,14,11,1
283,0,1333,1333,1333,800,800,800,800,800,800,1103,826,611,413,469,779,23,11,6,2,9,0,0
40,0,1333,2667,148,800,800,800,800,800,800,649,336,435,410,388,773,8,4,6,4,9,8,0
162,4000,2000,4000,148,1200,1600,800,800,800,800,765,376,391,453,440,817,0,5,5,8,12,8,0
202,4000,2000,2667,815,800,800,800,800,800,800,807,367,390,452,435,814,7,5,4,10,14,8,0
889,4000,667,2667,667,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
606,4000,1333,2667,1037,1200,0,0,400,400,0,585,264,268,360,323,714,0,1,28,0,0,0,0
646,4000,667,2667,741,400,400,400,400,800,400,587,266,269,336,323,715,1,1,2,0,2,3,1
808,0,667,2667,667,800,800,800,800,800,800,834,538,457,518,512,885,16,10,9,26,28,76,0
1212,4000,667,1333,1333,400,400,400,400,800,800,600,267,282,372,342,731,3,10,41,0,47,13,0
889,4000,1333,1333,1111,800,800,800,1600,800,800,599,282,290,337,329,749,14,7,0,6,94,9,0
81,4000,1333,1333,2296,800,800,1600,800,800,800,682,380,391,433,339,714,19,0,8,1,0,0,0
768,4000,1333,2667,148,800,400,400,400,800,800,826,284,265,777,752,1092,23,2,491,25,38,61,0
202,4000,1333,2667,444,800,800,1600,800,800,800,747,452,479,547,546,788,22,0,22,32,0,182,0
1414,4000,1333,1333,1259,400,400,400,400,400,400,592,266,279,349,323,721,1,8,16,1,19,28,0
444,0,1333,1333,963,400,400,400,400,800,800,608,272,279,411,362,714,9,8,170,32,0,0,0
162,4000,667,2667,148,800,800,800,800,400,800,758,444,317,322,514,879,11,10,7,335,18,14,0
162,0,1333,2667,667,1200,1600,800,800,800,1600,759,446,479,459,413,791,0,5,4,13,0,15,0
687,4000,667,2667,1481,800,800,800,800,800,0,610,294,307,371,357,746,5,4,1,2,9,0,0
1010,0,2000,1333,1111,400,800,800,800,800,800,1133,849,605,637,601,944,34,9,12,19,32,38,0
162,4000,2000,2667,3111,1600,1600,1600,1600,800,800,768,456,490,533,510,886,0,12,0,19,47,15,0
808,4000,1333,1333,1333,800,800,800,800,800,400,681,396,378,416,384,759,64,10,22,6,122,168,0
929,0,667,4000,3259,800,800,800,400,400,400,601,284,268,339,323,1287,5,0,4,0,1573,36,0
1010,0,667,2667,444,400,400,400,400,800,400,589,270,276,465,338,723,6,6,142,0,24,2,0
404,4000,1333,2667,741,800,800,800,800,800,800,612,273,276,342,327,714,7,4,4,4,0,6,0
606,0,667,2667,963,800,800,800,800,800,800,881,583,640,687,667,1013,18,13,14,21,32,23,0
1414,0,1333,2667,2000,800,800,800,800,800,800,690,366,370,437,429,776,7,7,9,13,19,23,0
1414,0,2000,1333,1556,0,0,0,0,0,0,586,282,268,349,333,724,20,0,16,19,27,40,0
566,4000,1333,2667,593,400,400,400,400,400,400,589,267,273,334,330,714,3,3,0,12,0,24,0
1131,4000,667,1333,1481,400,400,400,400,0,400,626,265,273,334,323,722,0,3,0,0,20,9,0
687,4000,2000,0,1778,400,400,0,0,0,0,601,265,268,334,323,714,0,0,0,0,0,0,0
283,0,667,1333,963,800,800,1600,1600,1600,800,847,565,603,671,640,996,31,0,33,0,39,23,1
40,4000,1333,2667,148,800,800,800,800,800,800,617,302,315,380,369,746,6,4,2,6,5,4,0
162,4000,1333,1333,2370,800,800,800,800,800,800,717,405,421,465,438,815,7,7,7,6,19,15,1
202,0,667,2667,593,400,1600,400,400,1600,1600,588,266,270,339,325,718,0,2,4,0,5,0,1
40,4000,2000,2667,74,2000,1600,1600,2400,2400,2400,592,271,276,341,329,720,0,0,0,0,0,0,1
162,4000,1333,1333,1111,800,800,800,800,800,800,763,390,417,478,379,763,7,8,9,6,9,8,0
1697,4000,667,2667,593,800,800,800,400,800,800,735,397,268,411,388,756,5,0,83,0,2,8,0
283,4000,667,1333,1259,400,400,400,400,400,400,594,289,274,341,343,751,29,5,7,33,101,33,0
1495,0,667,2667,444,400,800,800,800,800,800,848,517,524,515,608,926,13,8,7,239,23,12,0
929,4000,1333,1333,2148,0,0,0,0,0,0,588,269,299,385,326,721,5,23,54,7,19,8,0
283,4000,1333,1333,963,1200,1600,1600,1600,800,800,886,592,635,659,449,814,17,9,0,7,10,9,1
81,0,1333,2667,519,800,800,800,800,800,800,690,377,396,438,410,714,23,4,4,6,0,0,0
1414,0,667,1333,1852,400,400,400,400,800,800,594,269,668,746,659,977,5,302,201,14,20,75,0
162,0,1333,1333,1852,800,800,800,800,800,800,756,451,486,485,451,767,10,6,6,6,9,8,1
81,0,667,2667,1111,800,800,800,800,1600,1600,684,358,491,447,429,812,7,5,19,0,21,0,0
283,4000,1333,2667,222,800,800,800,800,800,800,865,557,560,423,360,746,18,9,8,6,4,152,0
1535,0,2000,1333,2074,800,800,800,800,800,800,1587,1335,1510,1503,1455,1680,55,43,54,77,96,74,0
81,0,1333,1333,1778,400,400,400,400,400,400,587,266,270,336,323,717,2,1,2,0,7,0,0
202,0,1333,1333,741,1200,1600,1600,1600,800,800,644,324,349,408,392,790,0,10,0,6,47,8,0
1172,0,667,2667,889,400,400,400,400,400,400,602,265,278,338,328,714,0,8,4,9,0,2,0
848,4000,667,1333,1481,800,800,800,800,800,800,1145,887,884,768,722,1006,50,17,27,67,47,30,0
1253,4000,667,2667,667,0,0,0,0,0,0,588,296,324,340,324,716,38,42,6,2,6,65,0
485,4000,667,2667,444,800,800,800,800,800,400,681,373,398,475,409,717,9,7,22,3,7,0,0
727,0,667,2667,1037,800,800,800,800,800,800,674,354,365,431,411,791,8,7,9,6,19,23,0
40,4000,2000,1333,222,4000,3600,3200,2800,2400,2000,672,356,370,428,409,787,0,0,0,0,0,0,0
0,0,1333,2667,593,1200,1600,1600,1600,1600,800,616,299,303,358,345,733,5,7,4,0,19,8,0
162,4000,1333,2667,2593,800,800,800,800,800,800,753,449,484,407,400,778,10,7,3,14,6,6,0
808,4000,1333,2667,1185,800,800,800,800,800,800,696,485,463,513,498,868,128,49,7,10,15,13,0
1778,4000,667,1333,1259,0,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
202,4000,1333,2667,222,800,800,800,800,800,800,692,336,334,399,346,704,7,4,4,1,12,314,0
1131,0,2000,2667,1481,800,800,800,800,800,800,1624,1282,957,987,894,1205,36,74,25,29,55,45,0
606,4000,667,2667,370,800,800,800,400,400,400,594,307,268,385,323,755,42,0,55,0,111,0,1
242,4000,1333,2667,370,1600,1600,800,800,1600,1600,735,421,454,519,497,875,0,7,16,0,34,0,1
40,4000,1333,2667,74,1600,1600,800,800,800,2000,610,290,303,372,366,750,0,5,7,14,0,0,1
40,0,1333,2667,1185,1600,1600,1600,400,800,400,598,274,268,338,324,716,9,0,3,0,4,13,1
1576,4000,667,1333,1259,0,0,0,0,0,0,587,265,269,334,324,714,1,0,0,2,0,0,0
566,4000,1333,2667,741,800,800,800,800,800,800,1076,792,433,481,465,840,27,7,9,8,14,11,0
1333,4000,667,2667,1111,400,400,400,400,400,800,598,272,281,515,367,726,9,9,196,73,0,6,0
81,4000,667,2667,148,800,800,800,800,800,800,682,366,383,428,393,802,7,6,6,2,9,0,0
444,4000,1333,2667,2074,800,800,800,800,0,0,600,273,282,334,323,714,6,3,0,0,0,0,0
444,0,667,1333,1111,800,800,800,400,800,800,740,435,474,386,375,763,9,11,167,6,12,8,0
1980,4000,2000,1333,1111,0,0,0,0,0,0,685,269,389,409,333,1292,5,91,112,16,1587,91,0
162,4000,1333,1333,296,800,400,400,400,800,800,612,266,270,398,355,742,1,1,69,2,3,5,0
202,0,667,2667,519,800,800,800,800,1600,800,653,344,366,434,417,798,10,7,10,0,11,17,1
242,4000,2000,2667,370,800,800,800,800,800,800,611,297,312,382,376,756,7,7,9,13,9,15,1
768,4000,667,2667,1333,0,0,0,0,0,0,587,266,268,334,326,714,2,0,0,6,0,0,0
242,4000,1333,2667,370,800,800,800,800,800,800,693,296,305,371,359,751,9,7,9,13,28,11,0
0,4000,1333,1333,222,800,800,800,800,800,800,611,295,307,374,361,748,5,4,5,4,8,8,1
606,4000,667,1333,741,400,400,400,400,0,0,597,265,323,334,323,714,0,41,0,0,0,0,0
1576,4000,667,1333,1407,400,400,400,800,800,400,590,280,794,369,356,715,18,396,0,1,1,65,0
444,4000,3333,1333,1481,0,0,0,0,0,0,586,265,262,328,317,709,0,5,0,0,0,0,0
768,4000,2000,2667,741,400,400,800,800,800,1600,594,644,1118,1133,975,999,457,329,0,536,0,587,0
1010,0,667,2667,963,400,400,400,400,400,400,587,268,270,336,324,716,4,1,1,2,4,2,0
768,4000,1333,1333,1111,800,800,800,800,800,800,1205,964,1096,807,421,835,55,31,26,84,103,10,0
323,4000,1333,1333,1037,800,800,800,800,800,800,661,320,344,402,392,779,6,11,5,9,29,8,0
242,4000,1333,1333,1185,800,800,800,800,1600,1600,830,494,410,480,442,814,13,6,23,8,0,9,1
404,4000,2000,2667,1852,800,800,800,800,800,800,744,439,474,533,323,883,9,7,9,13,0,15,1
1131,4000,1333,1333,2296,800,800,800,800,800,800,1564,1338,1530,1171,1149,1441,59,43,36,55,84,30,0
1212,4000,2000,1333,741,800,800,800,800,800,800,1344,941,882,765,629,968,41,20,22,19,38,23,0
1616,4000,1333,2667,889,0,0,0,0,0,0,603,362,299,348,333,716,117,23,15,18,5,12,0
768,0,1333,1333,1259,800,800,800,0,0,0,612,276,269,344,323,705,5,1,11,0,0,26,0
606,4000,667,1333,1333,0,0,0,0,0,0,589,267,270,341,324,717,3,1,7,2,7,9,0
162,4000,667,2667,222,800,800,800,800,800,800,729,423,450,469,396,782,10,10,27,6,14,5,0
162,0,1333,1333,1704,800,800,800,800,800,800,723,373,394,456,438,816,14,7,7,7,10,9,0
162,4000,1333,2667,148,800,800,800,800,0,0,704,327,323,334,323,714,9,7,0,0,0,0,0
929,4000,1333,1333,593,800,800,800,800,800,800,1249,975,1089,1106,1071,1347,38,26,36,45,61,53,0
162,0,1333,1333,296,800,800,800,800,800,800,760,450,475,530,508,877,9,7,9,9,19,17,1
566,0,667,2667,370,800,800,800,800,800,800,680,371,395,369,364,756,9,7,9,13,19,15,0
808,4000,667,2667,1333,400,400,400,800,400,400,600,272,284,342,328,722,8,12,0,9,22,22,0
1212,4000,1333,1333,1556,0,0,0,0,0,400,584,435,355,660,402,802,208,66,355,1,243,83,0
162,0,2000,2667,296,800,800,800,800,800,800,711,402,360,409,396,772,9,7,9,6,9,8,0
162,4000,667,1333,1630,800,800,800,800,1600,800,761,457,399,460,439,817,11,6,11,0,12,8,0
1414,4000,667,1333,741,0,0,0,0,0,0,619,486,479,395,404,820,268,159,66,132,290,113,0
0,0,2000,2667,148,800,800,800,800,800,800,607,291,303,371,359,748,6,4,6,3,8,0,0
485,4000,1333,1333,2074,800,800,800,800,800,800,776,475,515,569,554,918,12,9,9,14,20,23,0
768,4000,2000,2667,296,400,400,400,800,400,400,592,277,281,336,327,716,21,10,0,8,4,8,0
404,0,1333,2667,1185,800,800,800,800,800,800,983,691,646,652,564,922,21,10,11,14,21,17,0
444,4000,1333,2667,444,1200,0,400,400,0,0,586,265,279,334,323,714,0,8,0,0,0,0,1
1051,4000,2000,1333,1926,400,400,400,1600,1600,0,587,265,269,335,323,714,1,0,0,0,0,0,1
202,4000,1333,1333,1481,800,800,800,800,800,800,799,486,480,554,432,811,9,8,4,15,11,15,0
485,4000,1333,2667,667,800,800,800,800,800,800,993,687,724,680,636,981,19,15,16,37,19,15,0
566,0,667,2667,444,800,800,800,800,800,800,648,338,364,436,430,818,11,10,13,19,33,38,0
283,0,2000,1333,1111,800,800,800,800,800,800,818,519,566,621,604,966,11,8,11,16,35,23,0
525,4000,1333,2667,444,800,800,800,800,800,800,1064,786,874,899,831,1093,31,22,22,27,38,27,0
121,4000,1333,1333,222,1600,800,800,1600,1600,1600,677,366,401,456,448,820,8,15,0,15,0,23,1
1172,4000,667,1333,667,1200,0,400,800,400,400,565,242,286,351,328,720,0,33,0,8,15,15,0
525,4000,667,2667,519,400,400,400,400,400,800,586,270,275,346,330,718,9,5,13,12,0,25,1
768,4000,1333,2667,1852,800,800,800,800,800,800,1012,725,809,896,876,1200,20,15,67,33,48,41,0
40,0,1333,2667,815,800,800,800,800,800,800,640,323,336,380,367,751,8,5,5,3,4,5,0
1414,4000,2000,1333,1556,400,400,400,400,400,400,618,289,364,357,359,715,29,73,25,59,3,50,0
162,0,1333,1333,963,800,800,800,800,800,800,740,433,469,523,403,781,8,7,6,22,6,5,0
162,0,1333,2667,148,800,800,0,0,400,1600,769,265,268,334,383,765,0,0,0,98,0,4,1
2020,4000,667,2667,1111,800,800,800,800,800,800,1418,1079,1218,1234,1080,1381,46,27,32,45,67,55,0
40,4000,1333,2667,222,1600,800,800,800,800,2000,597,280,291,359,350,736,6,4,5,6,0,0,1
1576,4000,1333,2667,1481,800,800,800,800,800,800,1882,1680,1909,1140,926,1244,64,45,28,39,57,46,0
81,4000,2000,1333,1778,1200,1600,1600,1600,800,800,690,372,397,451,445,773,0,8,0,19,3,0,0
606,0,1333,2667,519,0,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
40,0,1333,2667,963,400,400,400,400,800,800,635,298,277,407,377,762,40,6,79,13,47,38,0
283,4000,1333,2667,148,400,400,0,0,0,0,587,265,268,333,321,712,0,0,0,0,0,0,1
162,0,1333,2667,74,800,800,800,0,0,0,754,429,268,334,323,714,5,0,0,0,0,3,0
162,0,667,2667,370,800,800,800,800,800,800,638,323,341,406,394,777,6,5,7,6,9,12,0
162,0,1333,2667,1185,2000,1600,2000,1600,1600,1600,661,354,368,418,386,766,14,0,0,13,0,8,1
889,4000,1333,1333,1259,400,800,800,800,800,800,590,273,278,348,339,730,5,3,4,6,4,2,0
404,4000,2000,4000,1185,1600,800,800,800,800,800,827,510,545,581,555,919,10,7,10,14,20,17,0
566,0,2000,1333,444,1600,1600,1600,1600,800,800,1235,982,1108,1114,1099,1393,46,26,9,58,75,835,0
768,4000,667,2667,741,800,800,800,800,800,800,723,421,469,534,520,888,14,20,16,13,19,84,0
566,0,667,1333,1111,0,0,0,0,0,0,596,274,388,339,428,723,11,90,5,172,25,14,0
808,4000,667,2667,593,400,400,400,400,400,400,652,288,269,334,362,714,28,1,1,65,0,0,0
242,0,1333,2667,519,2000,1600,1600,800,800,800,911,619,667,718,533,895,16,0,14,13,19,19,0
1980,4000,667,1333,1185,400,400,400,400,800,800,590,270,330,991,951,1263,6,46,713,28,47,33,0
1131,0,1333,2667,519,800,800,800,800,800,800,1438,1087,1167,1194,1169,1458,43,30,36,52,73,63,0
162,4000,667,2667,1556,1600,800,800,1600,1600,1600,707,400,435,488,480,847,9,12,0,19,0,27,1
485,4000,667,2667,370,400,400,1600,800,800,800,622,306,306,364,345,736,11,0,1,1,21,13,0
444,0,2000,1333,1333,400,1600,1600,800,800,2000,629,315,323,406,410,787,6,0,22,32,0,0,1
162,0,1333,2667,1407,800,800,800,800,800,800,757,452,486,413,400,781,11,7,4,6,8,5,1
162,4000,3333,1333,815,800,800,800,800,800,800,623,301,298,391,343,733,5,3,1,1,19,8,0
1253,0,667,2667,593,400,400,400,800,800,800,589,281,375,455,487,785,20,81,22,129,12,0,0
808,4000,1333,1333,1481,400,400,400,400,0,0,648,273,269,334,323,714,10,0,0,0,0,0,0
162,4000,667,2667,1037,800,800,800,800,800,800,758,451,487,376,402,747,10,8,2,2,3,3,1
848,4000,1333,2667,889,1600,1600,1600,1600,800,800,1130,860,962,970,824,1156,32,21,0,32,47,38,0
687,4000,1333,1333,1111,400,400,400,0,0,0,591,265,265,330,323,714,0,0,0,13,0,1,0
242,4000,1333,1333,444,1600,800,800,800,800,800,855,543,578,552,525,887,14,12,24,38,29,20,1
566,4000,1333,2667,222,800,800,800,800,800,800,1093,789,877,745,722,1067,25,18,20,23,38,30,0
364,4000,1333,1333,1111,800,800,800,800,800,800,930,630,695,713,600,960,23,16,16,19,28,38,0
566,4000,1333,1333,593,800,800,800,400,400,800,871,408,459,337,579,1032,37,25,3,417,272,228,0
485,4000,1333,1333,1111,800,800,800,800,800,800,679,368,392,454,440,707,7,6,6,10,0,36,0
162,4000,1333,1333,963,800,800,800,1600,800,800,735,460,491,514,401,783,46,13,0,6,19,8,0
364,0,1333,2667,667,800,800,800,800,800,800,783,436,473,535,519,889,14,10,13,13,19,15,0
687,0,667,2667,1037,400,400,400,400,400,400,587,266,315,433,324,715,1,35,108,2,3,2,0
283,0,667,1333,2370,800,400,800,800,800,1600,620,428,452,460,451,823,196,8,8,17,0,20,0
283,4000,3333,2667,444,800,800,800,800,800,800,746,444,475,534,519,862,12,6,8,11,16,10,0
40,4000,1333,2667,963,800,800,800,800,800,800,652,340,357,417,400,782,8,7,5,0,3,0,0
283,0,667,2667,889,1600,1600,1600,1600,1600,1600,824,514,571,613,610,967,0,18,0,39,28,0,1
1980,0,667,4000,1259,0,0,0,0,0,0,591,265,268,334,323,714,0,0,0,0,0,0,1
81,0,1333,1333,148,400,400,400,400,400,400,587,266,270,334,326,714,2,1,0,5,0,0,0
525,0,667,1333,1630,400,400,400,400,400,400,591,272,274,342,328,719,9,4,8,9,14,8,0
242,4000,1333,2667,370,800,800,800,800,800,400,765,459,475,367,315,808,9,5,0,0,281,5,0
202,4000,1333,1333,1185,2800,2400,2400,2000,1600,1600,800,493,523,576,542,914,5,0,9,0,40,15,0
808,0,1333,1333,889,0,0,400,400,400,400,586,265,734,389,373,777,0,351,60,82,179,142,1
1414,0,2000,1333,2370,800,800,800,800,800,800,617,296,308,363,345,735,6,5,3,5,6,15,0
81,0,1333,2667,370,800,800,800,800,800,800,679,369,392,437,423,803,7,5,4,6,9,8,0
364,0,1333,2667,593,1600,1600,2000,1600,1600,1600,894,638,687,719,705,1043,58,0,0,39,15,26,1
202,4000,1333,2667,222,800,800,800,400,400,400,794,497,507,343,355,714,23,4,10,53,0,0,0
364,4000,667,1333,444,800,800,1600,800,800,1600,724,430,454,500,493,858,23,0,7,21,0,12,0
40,0,1333,2667,148,1200,1600,1600,1600,1600,800,603,289,295,362,348,743,9,0,3,0,19,15,0
566,4000,667,2667,519,800,800,400,2400,2000,1600,618,265,274,339,326,716,0,4,0,0,0,4,0
81,4000,2000,2667,222,1200,0,400,800,800,800,586,265,275,344,326,714,0,5,4,2,0,0,0
566,4000,1333,2667,148,800,800,800,800,800,800,994,688,719,730,669,1014,27,11,15,23,33,25,0
566,4000,1333,1333,815,400,400,400,400,400,400,598,279,270,357,336,722,17,1,24,22,22,33,0
162,0,1333,1333,1926,1600,800,800,800,800,800,623,310,325,391,380,766,7,5,6,6,7,5,1
202,4000,1333,1333,815,800,800,800,800,800,800,789,483,425,485,469,842,11,5,8,8,13,11,0
808,4000,667,2667,963,400,400,400,400,400,400,604,280,285,351,332,720,19,13,18,15,17,0,0
1414,4000,667,1333,2519,400,400,400,400,400,400,594,408,291,399,353,751,172,17,70,50,100,76,0
1939,4000,667,1333,1185,400,400,400,800,800,400,715,561,1466,1296,519,756,357,903,21,6,114,711,0
808,4000,667,2667,370,800,800,800,800,800,800,1046,766,855,886,869,1145,27,20,13,32,47,23,0
283,4000,667,2667,370,400,400,400,400,400,400,600,266,312,352,341,714,2,33,19,29,0,0,0
162,0,2000,2667,370,1600,1600,1600,800,800,800,666,355,369,430,417,797,8,0,4,6,9,6,0
283,4000,667,2667,148,800,800,800,800,800,800,672,382,401,468,452,834,46,7,11,13,28,8,0
162,0,667,1333,2741,800,800,800,800,800,800,782,466,489,477,412,777,9,6,6,5,6,5,0
970,4000,667,1333,1333,400,400,1600,400,400,400,590,280,284,341,324,719,17,0,7,2,12,5,0
