f1,f2,f3,f4,label
60,48,39,52,0
37,65,73,67,1
2,98,28,93,1
30,71,89,64,1
35,42,92,17,0
89,7,86,88,1
37,87,81,7,0
37,30,26,27,0
97,45,24,67,1
40,90,15,50,0
18,13,11,12,0
58,67,59,92,0
15,69,6,77,0
30,75,11,80,0
63,27,17,51,0
28,5,52,4,0
10,96,78,97,1
97,41,49,12,1
64,52,99,70,1
67,1,1,23,0
3,3,75,13,0
53,14,70,16,0
67,1,31,88,1
60,81,89,63,1
36,76,15,92,0
0,79,87,27,1
78,44,17,7,1
77,9,15,67,0
73,36,13,69,1
29,50,67,61,1
3,75,17,96,0
24,21,92,20,0
77,77,64,18,1
57,35,42,43,0
11,32,4,89,0
93,37,16,66,1
95,5,46,80,1
43,30,63,50,0
95,5,66,88,1
95,16,54,99,0
5,24,7,66,0
46,49,50,77,1
97,3,49,19,0
9,41,95,27,1
22,98,27,32,0
45,6,55,65,0
55,73,13,62,0
62,54,97,71,1
18,79,26,67,0
37,95,5,14,0
70,0,67,57,0
43,38,30,61,0
70,94,67,17,1
27,29,82,47,0
15,6,13,85,0
88,88,2,77,0
64,47,72,74,1
37,36,73,23,0
91,57,32,74,0
51,96,76,90,1
80,53,98,79,1
48,99,84,37,1
82,77,97,76,1
86,86,97,58,1
66,37,18,68,0
74,49,81,72,1
42,72,13,37,1
64,39,72,79,1
24,22,24,13,0
99,28,37,99,1
55,51,72,71,0
7,52,79,89,1
71,60,19,50,0
58,97,53,3,0
22,95,27,39,0
92,29,66,77,1
85,84,77,46,1
66,17,84,71,0
36,0,44,52,0
15,18,88,72,0
43,3,70,100,1
75,97,45,69,1
55,84,34,11,0
48,73,48,44,1
9,27,1,71,0
54,12,86,87,0
98,24,67,40,1
96,15,32,24,0
51,69,19,30,0
98,39,65,34,1
5,3,21,61,0
0,0,85,65,0
50,49,8,7,0
97,49,64,25,1
85,24,78,42,0
3,6,8,48,0
78,82,35,10,1
77,9,94,41,1
52,99,22,80,1
74,56,82,52,1
6,93,47,28,0
34,2,63,56,0
36,50,20,7,0
57,17,92,51,0
52,85,16,76,1
2,71,11,95,0
92,80,60,49,0
20,72,89,77,1
99,33,2,50,0
86,68,33,8,0
25,25,58,29,1
16,40,45,91,0
25,44,51,13,0
10,59,1,26,0
21,86,13,10,0
0,48,14,28,0
30,65,85,40,1
63,69,73,44,1
24,27,57,9,0
69,37,39,33,0
92,21,74,41,1
50,37,65,5,0
12,55,35,36,0
30,57,26,87,1
13,50,60,68,1
18,59,94,63,1
21,23,9,1,0
81,11,62,75,1
23,13,80,24,0
53,21,73,69,1
62,100,93,87,1
29,97,54,29,0
69,31,14,65,1
87,40,52,3,1
73,96,57,94,1
100,89,75,69,1
54,51,87,15,1
89,7,51,63,1
51,66,99,18,0
1,46,97,0,0
18,10,84,21,0
80,44,41,86,1
50,86,84,46,1
42,69,57,13,0
51,72,19,93,1
83,98,22,9,0
17,41,72,50,0
96,76,5,71,1
98,87,34,30,1
77,69,36,100,1
2,20,16,4,0
4,77,88,93,1
69,55,92,76,1
32,64,37,82,1
77,43,94,78,1
80,8,82,10,1
57,80,69,64,1
96,4,88,83,1
45,22,30,69,0
49,61,25,69,0
84,23,3,78,0
48,99,9,78,1
80,84,59,63,1
63,49,69,19,0
73,55,64,63,1
19,16,40,66,0
63,95,4,82,1
87,67,0,51,0
87,80,30,47,1
34,3,84,46,0
49,48,93,79,1
58,72,4,3,0
21,35,69,22,0
43,47,34,32,1
67,50,58,75,1
17,45,78,37,1
31,81,17,87,1
73,34,50,28,0
24,69,73,13,1
21,33,10,87,0
41,23,68,97,1
61,22,43,49,1
73,21,51,75,1
88,28,43,67,1
87,47,13,28,0
64,13,71,90,1
46,3,82,62,0
49,71,41,2,0
96,62,98,87,1
33,28,0,24,0
79,15,86,65,0
9,14,61,76,0
6,25,66,90,1
30,34,4,11,0
26,50,39,11,0
58,13,41,41,1
27,93,22,46,0
27,53,60,93,0
67,12,30,54,0
40,5,2,79,0
19,89,82,13,1
98,11,4,99,1
58,49,78,67,0
15,89,75,67,1
7,77,93,16,0
0,34,46,16,0
65,67,71,98,1
20,17,42,71,0
99,54,53,7,0
98,74,64,53,1
57,68,56,35,1
21,17,63,90,1
43,94,85,35,1
43,93,75,54,0
40,100,91,78,1
64,16,38,78,0
10,88,54,42,1
0,5,5,19,0
47,81,29,75,1
29,9,30,16,0
14,41,40,8,0
41,43,61,4,0
81,81,54,71,1
87,12,36,38,1
66,67,78,49,1
79,91,62,18,1
88,28,54,57,0
100,56,92,37,1
19,95,0,16,0
65,94,90,21,0
36,26,8,67,0
22,90,69,13,0
24,8,16,25,0
82,0,80,39,0
7,48,94,1,0
66,31,53,33,0
26,91,70,59,1
68,21,98,60,1
90,11,85,58,1
23,44,61,59,1
95,46,71,80,1
17,48,19,73,0
41,18,79,11,0
99,85,94,58,1
84,70,30,93,1
6,70,23,91,0
15,82,60,22,1
87,27,25,56,0
93,27,72,83,1
23,3,41,23,0
73,72,78,27,1
21,12,93,54,0
84,74,9,81,1
70,70,18,30,0
41,83,46,89,0
73,69,26,40,0
39,34,53,15,0
82,59,94,95,1
28,20,50,37,0
2,73,42,33,0
73,99,63,78,1
14,23,57,77,0
74,56,0,23,0
56,8,20,7,0
85,76,59,97,1
63,92,14,27,0
41,17,74,71,0
66,31,16,19,1
86,96,12,17,0
50,93,92,6,1
22,4,5,33,0
62,77,87,59,1
64,72,56,44,1
88,94,92,90,1
85,65,45,23,1
68,50,7,96,0
98,5,25,2,0
38,30,49,82,1
73,73,41,14,1
44,20,26,93,0
11,2,99,19,0
21,99,93,75,1
84,3,11,38,0
35,83,94,65,1
78,25,0,73,0
60,10,26,87,0
11,77,14,18,0
81,19,93,19,1
20,15,87,89,0
52,59,96,84,1
14,77,98,95,1
14,14,48,51,1
23,5,15,79,0
57,17,92,43,0
67,97,56,31,1
79,95,93,27,1
73,24,55,48,1
68,1,84,22,0
85,38,99,66,1
97,100,36,22,1
36,2,71,87,1
67,17,43,1,0
41,17,19,76,0
16,2,75,24,0
46,44,92,48,0
8,94,94,83,1
27,91,85,72,1
16,99,88,74,1
2,99,12,29,0
15,18,35,24,0
45,70,41,69,1
39,97,16,27,0
33,9,95,99,1
18,61,6,54,1
78,20,61,29,0
35,7,21,76,0
56,92,92,10,1
75,2,52,29,1
36,67,83,13,1
33,20,87,80,0
28,89,90,36,1
7,15,2,78,0
51,63,72,98,1
47,54,100,39,1
47,56,75,86,1
44,47,36,54,0
31,32,61,13,1
32,59,55,0,1
71,7,98,15,0
65,15,4,26,1
94,52,70,29,1
51,35,97,11,0
54,66,5,69,1
12,93,85,46,1
18,75,3,92,1
43,90,7,59,1
65,5,52,57,1
6,59,91,29,1
6,36,46,67,0
62,38,25,51,1
90,25,3,2,0
23,44,68,67,0
57,54,90,54,1
63,3,26,15,0
42,25,85,99,1
51,20,56,32,0
50,55,19,10,0
8,67,30,17,0
60,2,4,7,0
51,53,54,12,1
42,80,75,3,0
14,6,57,75,0
59,15,32,4,1
83,33,74,30,1
70,8,91,72,0
90,80,89,34,1
40,31,85,90,1
100,22,5,32,0
64,4,75,38,0
76,63,50,100,1
63,81,28,82,1
59,75,56,87,1
53,48,77,71,1
13,52,48,12,0
62,36,6,62,0
34,31,29,22,0
55,23,26,94,0
65,85,75,76,1
72,14,78,57,0
8,91,33,21,0
84,17,3,27,0
65,58,69,21,1
52,7,20,84,0
3,80,84,80,1
69,10,30,47,0
96,78,73,65,1
99,74,57,18,0
10,56,2,93,0
64,80,75,37,0
65,3,9,69,0
33,38,68,17,1
15,57,45,66,0
29,73,56,64,1
1,69,22,7,0
33,69,5,53,0
60,85,11,23,0
48,72,10,38,0
11,97,82,85,1
20,65,63,86,0
34,21,76,85,1
64,19,59,92,0
74,85,61,85,1
34,5,75,45,1
15,33,11,74,0
45,54,5,63,0
82,31,22,62,1
88,70,71,28,1
48,45,13,99,0
74,84,85,82,1
37,81,5,77,0
89,81,36,78,1
69,31,92,33,0
54,3,34,57,0
19,8,56,1,0
43,13,49,18,0
45,74,97,31,0
52,35,69,69,1
64,73,99,28,1
51,68,89,64,1
5,55,17,33,0
19,96,67,56,1
8,54,2,79,0
11,38,9,27,0
14,75,96,92,1
84,96,76,81,1
26,91,52,13,1
60,92,52,0,1
31,5,32,41,0
12,51,42,99,0
2,21,46,35,0
63,18,33,15,0
54,40,83,4,0
89,37,35,3,0
53,51,8,60,0
61,95,8,98,1
89,33,76,68,1
69,80,5,69,1
93,0,51,59,0
18,12,34,10,0
52,66,13,100,1
41,79,23,50,0
33,69,54,78,1
79,31,89,74,1
79,70,56,39,0
48,72,39,88,0
11,41,43,75,1
40,84,6,14,1
17,92,76,86,1
87,99,61,46,1
48,88,5,44,1
60,10,54,87,0
29,76,68,96,1
50,26,53,40,1
90,82,16,12,0
33,41,47,76,1
62,0,6,3,0
83,73,38,17,1
74,32,22,6,0
48,48,87,35,0
94,71,78,55,1
52,6,41,55,0
1,39,40,54,0
62,96,56,43,1
3,73,57,100,0
98,40,28,24,0
77,3,54,16,0
100,47,33,51,0
100,16,81,23,0
43,89,37,6,1
80,42,77,77,1
6,1,88,86,0
23,15,22,19,0
97,57,54,61,1
60,39,51,17,0
78,8,49,3,1
22,35,90,12,1
64,32,68,66,1
7,0,97,68,1
60,75,66,50,1
63,71,16,25,0
22,73,76,45,1
100,1,34,57,1
91,52,33,21,0
54,9,18,93,1
21,6,26,67,0
94,97,61,43,1
44,89,75,93,1
96,68,6,59,1
81,21,47,33,0
22,39,16,15,0
88,96,29,64,1
32,46,96,34,1
86,54,32,39,0
36,83,59,43,0
25,9,14,17,0
19,91,57,36,0
78,97,94,93,1
87,79,93,10,1
99,50,97,26,1
37,82,82,86,1
62,21,3,24,0
71,68,48,87,1
9,60,45,91,1
69,7,8,77,0
31,5,32,42,0
24,4,49,77,0
29,41,92,69,1
18,34,79,29,0
29,39,1,4,0
89,100,81,94,1
8,91,50,56,1
36,65,8,54,0
22,35,32,32,0
46,33,33,54,1
68,26,68,46,0
60,77,79,27,1
100,70,13,1,0
83,96,92,85,1
82,76,15,18,0
64,65,84,32,0
94,49,79,72,1
75,67,65,99,1
97,88,76,7,1
40,61,74,89,1
61,13,35,57,0
32,48,29,4,0
93,76,69,95,1
90,32,22,34,1
26,71,83,28,0
20,66,30,30,0
13,19,14,82,0
63,3,50,20,0
72,26,22,66,0
6,91,73,71,0
21,18,15,5,0
1,23,29,22,0
2,8,88,66,0
55,48,14,5,0
65,80,76,85,1
86,61,91,49,1
70,10,37,24,0
11,36,7,92,0
70,37,40,83,1
10,75,65,96,1
61,35,53,100,1
70,82,17,24,1
52,75,40,86,0
4,0,25,93,0
2,58,96,51,0
0,47,35,42,0
75,48,56,9,1
88,5,55,55,0
85,49,54,34,1
1,82,50,47,1
11,90,11,90,0
28,36,0,57,0
12,51,78,75,1
79,60,5,66,0
47,98,71,97,1
53,70,25,37,0
48,68,92,72,1
51,20,49,77,1
1,67,29,69,0
71,66,81,72,1
67,87,84,82,1
78,9,46,3,0
75,54,23,46,1
9,72,58,48,1
76,30,16,2,0
16,55,89,97,0
58,80,66,73,1
23,48,1,38,0
70,0,97,73,1
17,9,100,59,1
65,40,15,58,0
37,90,11,85,0
62,37,49,77,1
9,12,69,86,0
82,70,18,35,1
91,75,51,17,1
22,20,18,77,0
42,65,75,9,0
90,33,92,93,1
16,13,70,44,0
47,62,5,40,0
64,16,0,73,1
46,63,0,90,0
93,6,8,80,1
90,43,52,35,0
58,21,27,17,0
60,22,64,20,0
78,41,92,100,1
7,11,62,66,0
66,23,20,88,1
57,30,11,17,0
9,49,69,98,1
61,8,7,100,1
71,82,89,96,1
11,14,73,47,0
78,22,59,13,0
84,11,40,23,0
95,5,95,46,1
56,6,72,17,1
4,59,9,55,0
87,1,0,61,0
89,83,11,64,1
39,71,91,41,1
29,82,18,72,0
52,75,71,73,1
52,44,16,76,1
60,98,14,52,0
11,79,92,65,0
60,25,39,68,1
98,92,99,9,1
42,5,19,45,0
84,78,51,28,1
8,59,37,27,0
100,93,46,56,1
97,30,43,19,1
7,51,34,69,0
95,54,57,24,1
28,91,32,38,0
64,24,70,38,0
40,29,48,80,0
38,51,17,69,1
42,6,57,56,0
90,6,50,46,1
42,45,10,46,0
20,26,72,23,0
1,76,4,69,0
98,41,13,5,0
89,39,93,3,0
76,13,29,12,0
12,59,99,64,0
12,76,87,2,1
37,90,56,87,1
87,89,22,21,0
51,91,79,47,0
40,34,89,10,0
0,10,85,17,0
40,100,72,45,0
7,1,20,53,0
89,6,10,40,1
27,92,23,44,0
83,87,87,75,1
81,79,43,4,1
5,63,12,97,0
24,16,59,76,0
45,90,95,75,1
82,3,29,85,0
8,6,1,50,0
86,79,27,38,0
1,26,88,74,1
35,44,16,4,0
54,5,64,78,0
97,36,8,9,0
80,78,12,28,0
43,78,78,22,0
45,44,97,96,1
47,87,72,43,1
46,49,9,4,1
62,72,73,1,0
50,73,54,70,1
69,49,91,56,1
5,99,89,30,0
64,34,88,87,1
27,84,24,72,0
39,74,89,47,0
2,0,50,62,0
97,20,42,41,1
20,81,44,1,1
27,48,40,32,1
50,23,36,13,0
32,23,74,7,0
84,73,89,99,1
28,39,42,12,1
94,100,4,73,1
53,86,5,45,1
81,97,69,71,1
65,32,31,1,0
14,11,49,50,0
17,78,0,36,0
42,58,42,96,0
72,71,69,57,1
72,23,11,21,0
75,98,54,39,1
5,29,30,53,0
22,1,88,18,0
45,66,23,9,0
59,3,88,76,1
56,14,11,44,0
28,91,96,70,1
24,55,89,21,1
77,92,84,21,1
67,100,15,66,1
62,92,0,87,1
12,55,13,98,1
55,27,68,47,1
70,10,93,75,0
72,95,59,88,0
21,90,88,12,1
66,5,90,6,0
98,43,30,61,1
89,77,27,8,0
48,77,19,65,0
61,22,65,35,1
39,6,84,12,0
17,21,92,96,1
0,6,22,70,0
37,68,16,80,0
29,17,84,19,1
11,35,35,62,0
83,27,93,16,0
67,95,14,8,0
46,73,77,90,1
1,86,16,94,0
1,16,4,81,0
6,35,91,89,1
16,16,91,56,0
16,89,13,31,0
24,5,99,97,1
11,53,42,6,0
50,25,0,87,0
7,44,91,76,1
56,58,58,45,1
74,12,78,68,1
98,9,87,2,0
76,11,53,87,0
87,95,9,60,1
77,5,20,74,0
67,27,15,100,1
31,94,69,35,1
49,50,20,19,0
25,15,53,62,1
7,46,51,71,0
53,50,58,96,0
5,49,29,89,0
19,10,73,65,0
46,46,7,38,0
99,97,100,32,1
4,56,55,50,0
87,39,77,98,1
28,72,53,44,1
82,77,48,21,1
16,21,49,17,0
15,11,37,18,0
100,52,85,17,0
94,43,83,71,1
34,86,19,12,0
65,81,5,68,0
76,87,79,12,1
52,18,81,30,0
91,10,84,76,1
48,33,28,25,0
30,17,92,36,0
23,46,85,7,0
30,28,31,33,0
4,88,30,9,1
46,85,67,63,1
47,92,34,47,0
99,93,49,88,1
34,63,42,58,1
91,92,34,92,1
81,42,25,46,0
55,47,72,60,0
34,50,49,93,1
64,48,8,55,1
35,16,10,22,0
47,2,68,89,0
73,42,79,39,1
43,23,97,51,0
41,100,47,73,1
38,57,23,14,0
30,1,58,35,0
47,99,91,75,0
34,23,49,15,0
36,6,85,33,0
74,25,31,20,0
14,38,99,40,0
27,91,7,57,0
28,84,98,58,1
87,2,3,68,0
93,15,63,67,0
21,18,15,10,0
70,57,11,71,1
20,26,46,84,1
22,55,64,58,1
87,83,86,63,1
63,24,82,20,0
86,3,88,67,1
43,94,18,28,0
59,57,16,73,1
87,41,52,24,1
0,14,35,7,0
5,97,80,89,1
19,56,68,8,1
47,41,83,66,1
5,4,3,19,0
87,22,93,16,1
23,40,59,84,0
24,15,54,3,0
29,73,88,15,0
27,97,50,67,0
88,11,63,21,0
25,15,25,48,0
44,90,19,66,0
22,92,3,76,0
73,92,80,62,1
44,16,92,47,0
45,84,87,27,0
18,21,19,81,0
56,29,89,78,1
66,77,77,22,1
46,60,88,88,1
100,28,100,45,1
29,54,54,11,0
4,60,50,11,0
70,58,5,65,1
77,63,100,15,1
20,25,48,4,0
62,15,19,50,1
82,70,28,71,1
80,23,90,11,0
63,85,80,55,0
97,33,68,33,0
61,25,41,56,0
16,18,26,27,0
19,18,20,91,0
81,13,96,77,1
19,44,71,85,0
72,19,91,85,0
80,23,22,93,0
51,7,48,23,0
79,43,27,47,0
49,31,81,92,1
31,8,82,14,0
34,50,87,62,1
30,0,62,85,1
71,39,98,15,0
41,19,1,84,1
99,49,22,51,0
65,100,36,84,1
73,92,60,84,1
8,40,93,35,0
5,46,40,32,0
22,80,84,8,1
54,92,34,9,1
98,86,43,42,1
2,72,85,11,0
48,75,27,75,1
70,63,45,23,1
0,17,2,32,0
20,85,1,9,0
83,63,12,17,0
11,19,39,9,0
73,31,96,91,1
79,51,59,68,1
58,51,4,72,0
60,27,9,21,0
61,29,10,77,0
23,16,56,83,0
97,3,58,43,0
67,68,79,60,1
53,45,30,81,0
80,87,73,89,1
25,14,77,11,0
48,42,39,24,1
65,86,92,100,1
42,23,29,15,0
20,15,75,8,0
3,99,44,62,0
34,36,72,81,1
36,61,0,91,1
17,53,71,59,1
39,69,85,97,1
51,38,73,57,1
39,11,53,25,0
44,54,88,4,1
42,4,2,52,0
40,89,28,60,1
75,94,49,34,1
78,23,59,56,1
81,72,83,45,1
89,48,28,41,1
88,47,75,59,1
22,47,44,14,0
20,59,52,86,1
38,30,10,40,0
67,79,71,72,1
78,50,44,36,1
55,31,38,42,0
37,95,28,39,0
100,9,39,78,1
72,77,75,31,1
31,90,33,35,0
36,28,73,34,0
33,2,67,97,0
84,89,71,21,1
6,75,42,64,0
77,92,61,92,1
73,85,68,82,1
66,74,34,12,1
13,1,97,73,0
7,88,22,14,0
97,5,61,41,1
66,44,24,36,0
100,52,47,43,1
74,16,99,16,1
1,5,38,35,0
38,48,8,18,0
28,72,6,3,0
94,45,13,17,0
26,93,59,42,0
45,67,90,76,1
42,74,43,80,1
60,0,71,55,0
10,73,78,27,0
33,90,46,70,1
33,89,41,50,1
10,9,28,69,0
6,26,37,23,0
52,20,85,94,1
31,24,39,58,0
33,52,26,83,1
38,29,84,57,0
53,64,94,88,1
84,50,100,69,1
4,70,83,40,0
18,72,35,48,0
6,19,83,11,0
62,56,36,8,0
24,4,38,26,0
7,19,29,68,0
46,6,20,20,0
78,35,54,50,1
57,96,43,93,1
97,20,25,25,1
19,79,29,1,1
17,42,51,73,0
27,26,1,29,1
25,32,52,59,0
93,88,15,85,0
100,58,46,1,1
54,18,99,61,1
44,96,40,31,0
7,22,35,82,0
7,10,22,29,0
71,98,33,62,1
3,27,34,91,0
16,5,16,69,0
8,74,94,98,1
58,91,20,20,0
16,37,6,47,1
92,52,33,84,0
59,93,99,13,1
60,82,81,88,1
33,52,13,79,0
76,23,33,6,0
81,69,29,68,0
56,19,100,86,1
18,43,64,8,0
40,76,5,74,0
43,49,50,97,1
91,32,64,92,1
31,62,31,80,1
73,98,9,23,1
10,11,6,15,0
65,5,30,89,1
88,70,53,95,1
85,9,58,6,0
62,37,88,4,0
28,76,19,45,1
79,79,32,88,1
76,40,94,97,1
13,22,22,18,0
49,95,32,31,1
58,23,20,2,0
37,19,18,14,0
48,86,41,87,1
75,82,48,24,0
94,94,0,88,1
25,25,37,37,0
2,39,64,66,0
76,74,42,1,1
2,21,1,47,0
48,98,64,87,1
78,98,40,24,0
57,63,32,79,0
23,50,54,81,0
20,76,94,40,1
34,23,57,63,0
21,20,45,72,1
53,10,51,44,0
18,77,17,3,0
73,92,20,19,0
14,9,41,98,0
5,19,75,40,0
85,89,74,51,1
31,59,85,92,1
82,52,22,79,0
85,97,23,5,1
9,42,84,33,0
3,82,85,70,1
24,26,92,13,1
68,97,5,5,1
68,28,90,20,1
82,10,22,19,1
22,100,9,47,0
65,84,14,91,1
19,55,69,53,0
51,38,1,13,0
14,67,41,33,0
7,49,39,39,0
86,0,5,49,1
64,63,56,81,1
31,40,66,41,0
49,81,51,36,0
51,95,39,99,1
76,55,92,16,1
84,23,14,78,1
55,18,22,9,0
2,39,88,8,1
20,78,32,68,1
14,36,93,62,0
72,98,89,14,1
78,57,19,97,1
78,76,78,35,1
67,12,83,20,0
25,14,94,70,1
28,55,54,52,1
88,95,21,90,1
0,44,25,95,1
43,24,69,50,1
12,0,41,80,1
22,34,31,67,0
70,90,0,45,0
20,53,78,21,0
72,98,78,7,1
50,68,89,55,1
58,96,55,31,0
22,71,26,64,0
49,86,26,27,0
52,95,10,64,1
14,80,69,96,0
51,22,50,58,1
55,70,39,99,1
9,24,19,84,0
20,25,28,91,0
12,86,69,65,0
28,44,23,59,0
93,8,67,61,1
97,94,89,2,1
61,63,49,12,0
54,96,80,92,1
74,21,0,81,0
68,66,12,83,0
31,98,9,79,1
77,56,52,14,1
64,88,14,45,0
53,74,68,82,1
88,38,44,84,1
94,86,2,91,1
19,89,50,48,1
51,68,49,97,1
45,73,12,17,0
26,39,78,64,0
20,43,41,28,0
85,55,80,81,1
56,94,38,17,0
77,2,56,34,0
18,97,79,52,1
38,8,97,56,0
50,62,2,71,1
100,76,58,39,1
63,32,71,45,0
73,36,51,35,1
65,24,77,64,0
14,52,59,31,0
58,66,80,43,1
93,74,68,68,1
48,37,99,74,1
33,37,40,1,0
21,84,81,65,0
1,41,21,15,0
4,20,51,17,0
5,50,51,37,0
7,2,69,22,0
32,45,66,13,0
0,71,69,73,1
85,5,42,61,1
69,70,30,79,1
60,33,95,13,0
53,30,1,19,0
57,100,47,1,1
27,5,86,44,0
97,86,51,13,1
99,76,45,82,1
45,49,37,12,0
98,72,24,56,0
85,37,55,57,1
64,97,61,92,1
83,15,67,60,1
82,4,3,14,0
26,54,47,88,1
29,34,37,38,0
32,16,76,76,0
50,61,35,85,1
54,71,51,47,1
4,48,18,100,0
14,41,44,78,0
61,17,40,54,0
23,23,15,77,1
30,27,81,82,0
56,3,33,63,0
49,38,69,36,0
41,47,76,28,0
41,21,12,29,0
40,0,62,10,0
36,42,93,44,1
21,89,76,7,1
31,50,16,84,1
11,8,91,99,1
99,81,18,81,0
63,20,54,98,1
82,69,93,31,1
71,41,91,86,1
41,21,23,74,0
21,87,44,17,0
40,12,51,14,0
41,62,47,78,1
8,7,43,6,0
81,6,46,39,0
33,57,58,39,1
29,97,46,81,1
98,18,38,56,0
93,95,93,37,1
59,15,45,74,1
73,58,25,33,1
77,26,4,42,0
65,68,3,28,1
67,27,53,10,0
8,88,25,30,0
66,76,23,54,0
65,60,64,68,0
71,8,45,22,0
60,25,1,36,0
55,23,40,87,1
23,15,56,88,1
41,84,27,41,0
61,100,65,6,1
72,13,45,54,0
24,37,35,48,0
94,61,56,95,1
20,75,50,75,0
39,28,26,50,1
77,73,32,48,1
55,33,43,6,0
73,74,3,88,1
6,68,76,70,1
29,73,2,68,0
87,90,43,20,1
10,69,76,52,0
37,36,21,83,1
35,94,65,99,1
79,96,85,78,1
74,47,56,21,0
47,99,62,42,1
73,44,96,66,1
66,94,14,75,1
18,9,56,95,0
93,68,77,84,1
80,9,17,38,0
24,81,77,57,0
59,1,42,96,0
38,33,42,12,0
26,54,63,97,0
66,50,66,13,1
92,27,81,3,1
64,43,96,55,0
14,99,10,73,1
62,68,10,35,0
43,73,1,2,0
79,84,92,73,1
21,13,56,59,0
47,40,18,71,0
54,74,26,28,0
47,11,80,84,1
64,68,96,2,0
59,95,1,98,0
40,24,16,86,0
95,95,15,15,1
100,74,10,1,1
68,16,73,60,1
82,40,44,15,1
54,5,73,7,0
41,68,12,64,0
5,36,41,7,0
38,27,91,59,1
8,43,89,100,1
26,48,96,51,1
56,10,27,88,1
92,76,51,72,1
45,30,79,7,0
80,42,69,41,0
96,55,11,46,0
37,57,85,31,1
42,49,48,30,0
72,23,45,44,0
14,12,48,37,0
86,78,5,84,1
65,30,60,62,1
3,20,69,76,0
98,83,48,52,1
31,37,22,66,1
32,32,8,90,0
9,4,13,79,0
59,41,81,26,1
81,38,52,33,1
47,15,4,24,0
69,0,17,62,0
1,33,18,62,0
54,17,65,13,0
33,86,34,58,1
96,74,29,75,1
27,2,73,52,0
5,53,63,51,1
96,84,77,80,1
0,72,22,22,0
97,35,78,65,1
34,40,96,44,1
90,30,98,42,1
58,17,62,15,0
25,2,82,54,0
71,15,100,13,0
34,99,92,98,1
25,39,26,75,0
66,8,64,63,1
60,56,83,95,1
65,28,93,29,1
36,97,60,57,1
32,12,29,91,1
1,79,14,44,0
81,53,2,23,0
50,17,44,33,0
5,33,8,83,0
29,10,78,4,0
45,57,59,17,1
97,35,8,2,1
88,63,88,75,1
34,12,72,27,1
47,99,30,70,1
7,79,61,91,1
12,81,18,18,0
69,59,3,75,0
71,60,19,95,1
32,73,52,26,1
47,10,63,38,0
23,37,1,33,0
88,82,86,27,1
12,13,68,79,1
24,39,48,67,0
88,48,27,6,0
19,69,51,57,0
21,7,19,99,1
76,42,99,30,1
53,92,17,8,0
25,52,69,74,1
43,59,60,77,1
7,12,63,31,0
72,1,3,59,0
59,11,24,96,0
83,57,21,20,1
26,69,48,72,1
65,60,9,83,1
18,23,15,3,0
32,40,90,99,1
52,14,63,14,0
70,8,60,0,0
39,31,52,6,0
18,28,97,38,1
100,16,23,46,1
82,50,1,18,0
27,75,34,96,1
93,85,93,2,1
39,94,57,60,0
48,78,2,26,0
53,82,80,45,1
28,16,60,52,1
59,77,38,92,1
86,17,34,44,0
45,74,69,44,1
4,16,13,13,0
14,40,68,74,0
11,21,55,69,0
96,89,36,93,1
68,52,32,61,1
65,86,53,16,1
48,7,1,64,0
39,58,33,3,0
29,56,84,71,0
72,14,73,4,0
79,72,16,10,0
5,6,51,73,0
97,67,98,25,1
93,80,16,25,0
29,35,69,34,0
34,57,5,64,1
28,73,67,52,1
55,23,18,91,0
21,8,21,25,0
62,87,95,18,0
45,42,0,26,0
0,7,2,2,0
48,31,37,95,0
51,58,30,75,1
0,0,66,66,0
99,72,11,15,1
51,0,2,74,0
11,49,72,96,0
19,30,17,87,0
58,94,74,86,1
98,73,93,58,1
79,5,49,1,0
93,43,38,69,0
10,70,54,61,0
49,31,5,6,1
76,75,65,35,1
31,55,15,12,0
31,57,10,12,0
10,40,11,84,0
82,47,88,33,1
18,97,73,39,1
2,24,81,33,0
85,1,8,46,0
97,30,35,52,1
57,41,48,73,1
32,36,74,90,1
51,55,56,18,0
12,7,70,17,0
82,92,2,17,0
69,11,88,64,1
17,83,28,65,1
98,36,0,19,0
50,18,4,67,0
8,63,33,88,1
17,59,29,45,0
24,52,39,20,0
28,44,58,2,1
11,20,79,12,0
71,17,70,89,1
70,14,87,53,0
80,22,100,80,0
44,72,2,36,0
50,14,4,7,0
22,28,7,33,0
3,6,10,16,0
66,18,58,11,1
92,95,22,25,0
16,72,94,80,1
44,11,16,3,0
33,68,91,47,1
94,54,55,96,1
98,93,96,33,1
92,5,39,83,1
18,56,53,28,0
38,49,3,13,0
42,30,0,46,0
95,80,26,93,1
19,33,30,44,0
53,10,62,52,0
20,40,96,12,0
16,58,85,23,0
0,65,50,53,0
49,44,89,100,1
19,16,35,9,0
79,56,52,69,1
34,79,37,60,1
10,84,20,74,1
26,46,1,4,0
13,65,38,64,0
38,18,16,30,0
34,26,39,6,0
53,94,96,48,1
14,19,11,43,0
55,32,77,94,1
20,45,32,73,0
2,51,84,88,1
36,82,11,98,1
85,90,78,63,1
69,70,10,67,1
31,0,85,54,1
28,43,86,75,0
64,64,22,92,1
66,35,75,53,1
51,51,33,99,1
12,12,5,23,0
47,39,25,84,0
10,92,23,31,0
15,90,51,6,0
95,67,54,0,0
30,63,18,12,0
82,64,49,6,0
25,20,7,89,0
76,57,70,75,1
6,10,11,35,0
1,26,38,60,0
30,13,96,88,1
12,75,59,97,1
