age,study_hours,sleep_hours,attendance_pct,prev_score,label
19,2,10,57,0,0
19,12,10,100,97,1
20,1,10,78,43,1
30,12,8,79,65,1
28,9,6,100,10,1
19,5,5,74,24,0
22,11,4,89,98,1
19,2,5,71,20,0
29,8,5,80,96,1
18,5,10,74,96,1
30,8,10,75,27,1
27,10,7,99,75,1
19,11,5,92,99,1
30,7,7,70,82,1
18,0,7,62,0,0
18,10,6,91,43,1
18,5,10,79,10,1
19,9,8,85,98,1
20,7,7,85,70,1
23,1,8,52,100,0
23,3,6,84,54,1
19,0,6,92,17,0
24,2,6,71,52,0
26,5,4,81,39,0
24,0,4,68,41,0
19,2,8,88,76,0
23,1,4,66,98,1
19,2,8,63,74,0
21,0,6,69,97,1
26,1,10,95,70,0
29,8,6,85,84,1
24,12,4,69,53,1
23,4,9,53,17,1
27,0,4,80,5,0
23,6,8,56,33,1
26,12,5,55,42,1
28,9,9,56,80,0
25,3,9,95,16,1
28,8,5,76,0,0
22,9,10,96,99,1
25,8,5,53,55,1
28,6,5,83,37,1
24,9,7,87,36,1
27,1,9,76,32,0
25,0,4,75,75,1
22,11,5,86,23,1
27,1,9,65,16,0
21,3,9,52,93,1
24,2,5,67,14,0
28,3,9,57,89,1
19,5,5,78,18,1
28,12,4,73,41,0
24,10,8,93,35,1
21,10,5,63,49,1
28,10,5,81,62,0
24,0,6,50,55,0
18,12,10,53,95,1
22,3,7,57,36,1
22,2,7,99,1,0
30,8,4,87,58,1
28,3,7,62,88,0
25,6,6,60,61,1
20,0,10,65,82,0
21,8,8,91,18,1
29,5,8,66,88,1
28,8,10,69,95,1
19,9,4,65,36,1
21,12,9,85,78,1
26,2,9,81,67,1
18,5,10,94,98,1
27,5,4,80,24,1
29,4,9,98,54,1
30,4,8,62,80,1
27,9,8,72,12,1
27,3,5,70,5,0
23,7,10,65,68,1
21,6,8,51,88,1
27,2,5,76,5,0
24,8,9,54,13,0
26,7,9,58,28,0
21,5,4,52,32,1
27,6,4,67,82,1
25,3,4,71,30,0
19,12,6,100,76,1
28,12,5,52,60,1
26,2,9,98,89,1
25,3,10,76,42,1
26,9,5,86,35,1
29,5,6,98,57,1
20,0,9,56,80,0
28,4,5,61,20,0
18,11,5,62,26,1
22,7,4,92,57,1
20,0,4,96,92,1
28,12,10,69,87,1
29,1,10,60,60,0
20,5,4,84,22,0
24,1,4,98,20,1
20,6,4,77,29,0
20,4,9,83,91,1
28,8,8,87,42,0
20,9,8,92,72,1
25,6,5,89,56,1
22,9,5,96,98,1
21,6,6,74,98,1
19,9,4,100,88,1
18,3,9,94,68,0
19,8,7,75,83,1
29,2,4,83,23,0
21,12,5,65,6,1
27,8,4,65,68,1
23,8,8,55,33,1
26,2,10,61,5,0
21,2,10,100,28,0
19,8,5,89,56,1
29,10,8,55,94,1
25,2,9,67,43,1
30,0,10,51,99,0
18,12,9,51,10,1
30,11,10,90,74,1
29,3,7,56,56,0
26,10,6,53,100,1
27,0,9,59,45,0
28,1,10,82,82,1
22,4,5,55,69,0
27,10,8,84,61,1
26,12,4,59,22,0
22,8,8,100,5,1
25,0,8,77,59,1
27,0,4,92,33,0
24,5,9,71,11,0
26,4,8,59,51,0
19,3,7,59,34,0
23,5,9,53,46,0
20,12,8,74,93,1
29,0,9,80,6,0
21,6,8,89,71,1
23,12,4,99,79,1
26,2,5,54,7,0
18,1,10,75,32,0
19,8,8,97,0,1
29,4,10,91,22,0
25,7,5,83,24,1
30,3,8,91,8,0
21,2,9,54,18,0
27,10,6,96,21,1
28,10,9,96,39,1
20,0,5,76,96,0
23,11,9,83,55,1
22,12,6,55,59,0
24,4,9,74,20,0
30,5,10,68,5,0
30,3,9,93,47,1
28,2,6,62,93,1
19,7,7,69,52,0
22,8,8,83,64,0
18,12,5,96,13,1
26,11,8,83,22,1
22,5,9,58,59,0
29,0,9,94,43,1
28,10,4,68,30,1
21,3,10,72,24,0
22,9,6,95,15,1
21,12,5,56,11,1
27,7,8,79,92,1
19,8,4,88,25,1
19,10,9,62,63,1
24,10,6,64,5,0
18,11,4,55,96,1
26,7,10,70,49,1
26,6,10,85,92,1
18,0,5,63,3,0
18,9,4,71,99,1
26,2,10,88,67,0
21,11,7,71,60,1
25,4,9,68,76,1
29,6,4,89,87,1
23,9,10,72,17,0
19,4,8,54,15,0
28,12,8,68,13,1
21,3,7,83,61,1
18,9,5,98,52,1
29,2,5,88,77,1
19,3,7,67,42,0
19,1,6,52,89,0
29,4,5,83,68,1
29,0,10,73,80,1
30,5,5,81,50,1
30,11,4,83,88,1
29,2,7,99,2,0
21,0,8,63,46,0
27,1,10,98,3,0
28,7,4,70,95,1
20,12,5,66,43,1
24,8,8,61,55,1
25,10,10,81,54,1
28,2,8,63,67,0
22,11,4,57,30,1
26,0,10,83,57,0
23,4,5,80,85,0
29,8,5,76,5,1
28,5,8,96,15,1
28,5,7,94,88,1
18,8,6,86,74,1
30,4,6,86,23,0
29,7,6,87,21,1
27,11,8,89,80,1
27,9,10,74,99,1
26,10,8,98,76,1
28,10,10,79,11,0
22,2,8,100,46,1
28,9,5,59,42,0
22,0,10,82,39,0
30,3,5,62,13,0
30,12,10,64,37,0
30,6,7,86,71,0
18,6,8,94,2,0
25,2,7,90,15,0
24,0,9,78,22,0
22,8,9,64,66,1
23,10,9,88,46,1
26,2,9,85,96,1
22,0,6,76,84,1
20,11,8,89,55,1
26,12,10,100,18,1
30,5,8,93,18,1
22,1,10,85,48,0
23,6,9,54,27,1
25,12,7,56,86,1
20,12,5,83,40,1
30,1,6,62,99,1
26,2,5,87,98,1
26,4,9,52,3,0
20,7,10,64,0,1
26,6,8,75,49,1
18,1,10,98,49,1
19,1,9,62,78,1
18,0,4,74,67,1
28,4,4,68,80,1
29,5,4,79,52,0
28,8,5,87,56,1
28,2,4,96,47,1
22,4,4,81,56,1
22,6,5,53,91,0
20,11,7,98,52,1
27,2,6,51,71,0
29,7,9,90,60,0
18,2,8,94,77,1
30,4,4,75,67,0
22,1,5,62,25,0
19,2,6,72,91,0
21,5,7,56,59,0
19,7,4,63,21,0
19,9,5,50,48,1
30,6,5,82,85,1
25,7,8,86,44,1
21,3,7,54,85,0
22,4,8,53,92,0
27,5,4,59,50,1
18,1,7,67,36,0
21,7,5,93,32,1
24,7,8,56,18,0
29,12,7,92,65,1
20,1,4,60,81,1
25,9,8,61,13,0
22,8,7,60,73,1
29,7,10,96,87,1
21,12,7,64,69,1
19,8,5,84,87,0
24,0,6,64,73,0
29,0,7,100,89,1
29,10,7,75,87,1
19,7,7,94,7,1
25,3,7,83,99,1
30,0,6,98,0,0
20,1,9,60,23,0
23,5,9,60,11,0
28,10,6,50,99,1
25,1,9,66,51,0
29,1,8,91,98,0
19,9,5,70,72,1
25,12,8,52,71,1
30,10,6,65,55,1
26,4,10,84,2,0
20,0,10,71,4,0
29,11,5,92,69,1
29,9,9,94,32,1
22,10,5,69,77,1
29,9,8,85,80,1
19,4,6,78,80,1
25,12,10,52,88,1
19,5,5,65,69,1
24,7,5,84,98,0
20,0,8,78,35,0
19,9,4,96,80,1
25,7,8,84,63,1
20,9,8,77,64,1
20,2,6,83,73,1
29,0,10,91,68,1
26,0,7,91,23,0
30,3,6,53,89,1
18,10,10,73,96,0
24,11,8,71,87,1
18,0,9,57,21,0
26,2,10,97,43,0
22,4,5,83,50,1
24,3,5,72,78,1
28,3,9,58,87,0
27,4,10,75,28,0
21,8,8,56,43,1
22,1,9,93,41,1
30,5,9,80,22,0
23,6,5,86,21,1
27,3,10,94,28,1
27,12,9,73,13,1
26,1,8,95,50,1
18,10,7,83,33,0
26,5,4,89,41,0
30,10,6,66,28,1
22,10,8,57,86,0
27,1,10,57,61,0
20,0,5,83,90,1
21,4,10,52,11,0
21,6,6,55,41,1
19,5,10,70,25,1
29,2,6,89,27,0
25,11,10,83,12,1
24,7,10,70,5,1
27,4,10,59,89,0
30,1,6,99,11,1
23,2,7,74,78,1
19,11,8,83,60,1
27,11,10,58,96,1
22,5,5,65,65,1
30,5,7,60,17,0
26,12,10,99,54,1
23,12,8,82,53,1
25,8,7,67,38,0
20,7,9,71,65,1
29,10,6,84,80,1
27,6,6,100,40,1
27,4,5,82,16,1
27,1,4,94,54,0
18,2,10,50,5,0
30,4,6,90,29,0
21,1,5,58,82,0
19,12,6,70,8,1
23,5,7,52,66,1
28,6,8,97,23,1
22,4,6,83,67,1
24,9,8,95,62,1
29,3,7,78,81,0
29,4,9,76,19,0
20,5,10,82,94,1
23,4,5,54,67,1
20,11,8,56,94,1
19,2,5,88,18,0
28,0,9,69,79,1
24,11,4,55,66,1
22,7,5,63,91,1
23,0,8,60,98,0
26,11,4,92,58,1
20,5,7,79,41,1
23,8,9,67,61,1
20,9,4,70,18,0
26,12,10,92,94,1
28,8,5,96,13,1
26,2,9,78,15,0
20,1,7,93,27,1
30,11,9,63,72,1
20,0,6,61,22,0
27,9,5,97,52,1
19,11,7,70,84,1
19,10,6,65,70,1
21,2,6,91,46,0
21,12,8,84,26,1
22,4,7,57,62,0
25,11,9,81,28,1
24,4,5,51,73,1
22,9,10,99,63,1
29,1,5,78,77,0
27,7,4,61,73,1
19,2,4,71,31,0
27,7,10,83,63,1
21,7,9,70,17,0
26,8,5,58,19,1
28,12,4,58,46,1
30,11,10,53,70,1
18,0,6,98,70,1
30,10,7,83,64,1
27,7,6,93,26,1
29,11,6,92,65,1
21,10,8,75,7,0
30,12,10,99,5,1
22,4,5,74,82,1
27,12,8,70,14,1
23,2,5,96,73,0
19,0,10,59,82,0
30,11,8,97,44,1
19,4,5,80,35,0
29,8,5,53,78,0
18,9,7,80,10,1
27,7,4,88,14,1
18,10,5,96,19,1
20,1,10,93,89,0
24,7,10,92,17,1
27,12,9,93,11,1
24,6,4,58,23,1
27,11,4,78,17,1
28,11,8,98,56,1
21,9,9,96,27,1
27,3,7,74,43,1
18,10,5,79,83,1
30,4,10,83,13,1
30,4,5,56,11,0
30,8,9,75,80,1
23,0,8,92,41,0
20,9,6,74,16,1
27,3,9,73,44,0
30,1,10,97,94,1
30,3,9,92,72,1
20,12,9,87,63,1
30,1,5,79,15,1
21,6,6,85,41,1
24,4,10,58,27,0
22,1,9,99,19,1
25,0,7,57,46,0
25,3,8,81,35,1
27,9,4,78,92,1
19,6,7,87,2,1
20,2,10,68,67,0
19,5,6,66,20,0
28,10,9,50,28,0
22,0,5,53,15,1
23,6,7,86,98,1
23,6,10,69,79,1
25,9,9,99,44,1
24,2,5,66,61,0
20,12,6,79,55,1
18,8,4,99,15,1
26,1,4,63,3,0
29,12,7,85,29,1
24,4,10,55,62,1
26,0,8,50,66,1
29,10,6,78,13,1
18,11,4,71,90,1
19,3,8,52,52,0
21,0,7,95,29,1
18,4,6,83,35,1
21,12,7,61,14,0
18,0,8,77,23,0
26,10,6,78,54,1
27,4,7,51,26,0
18,5,5,92,99,1
24,2,10,78,32,0
24,6,10,59,10,0
19,8,5,58,89,0
18,0,4,67,51,0
19,4,6,90,75,1
19,12,4,53,57,1
28,7,4,66,4,1
28,4,8,65,69,0
26,1,10,95,72,1
29,10,9,67,73,1
21,10,9,54,40,0
18,4,8,88,64,1
27,4,9,88,63,0
24,12,8,83,63,1
28,1,5,79,75,1
19,6,7,88,71,1
19,6,7,56,19,0
22,0,7,80,73,1
21,2,10,70,55,1
29,11,8,92,75,1
27,9,4,89,57,1
19,11,10,66,21,0
28,2,4,63,59,1
25,8,10,60,13,1
18,2,9,92,84,1
30,10,9,66,12,0
26,12,4,65,47,1
30,9,8,82,76,1
30,9,7,59,14,1
25,0,9,84,64,0
22,10,8,51,9,0
24,4,6,84,17,1
19,7,6,83,65,1
21,9,7,82,47,1
18,8,5,53,3,0
18,6,7,70,60,1
20,3,7,86,10,1
24,1,10,91,85,1
20,8,7,93,75,1
20,9,9,77,71,1
20,7,9,98,50,1
28,7,9,90,6,1
27,5,5,95,15,1
30,1,10,87,54,1
24,0,7,85,82,1
25,4,9,94,70,1
23,11,7,72,13,0
25,9,10,92,85,1
20,4,9,52,77,0
29,10,6,89,48,1
21,11,6,89,54,1
25,8,6,59,8,0
20,8,6,56,49,1
23,9,10,65,80,1
26,8,5,50,64,0
30,12,5,67,68,1
29,8,5,89,5,0
20,4,7,80,19,0
30,8,7,88,73,1
18,9,10,54,11,0
21,1,8,98,92,1
28,12,8,90,20,0
21,11,7,56,29,1
29,6,4,71,23,0
18,4,6,85,65,1
23,12,10,94,2,0
23,4,10,69,63,1
19,9,4,77,40,1
21,11,6,67,3,0
24,6,10,54,60,0
25,11,4,99,66,1
22,9,8,86,96,1
18,8,8,96,0,0
25,8,5,56,34,1
22,6,8,56,100,1
23,9,5,75,80,1
22,8,7,89,84,1
30,3,9,87,50,0
26,7,6,82,48,1
29,1,6,71,75,1
23,12,9,53,14,1
20,11,8,93,23,1
28,12,7,73,31,1
24,11,4,72,14,1
19,6,9,96,7,1
27,8,10,99,71,1
21,6,6,65,52,0
28,2,4,82,74,1
23,9,4,74,62,1
18,9,9,91,73,1
20,4,8,87,32,1
22,6,7,93,35,1
29,8,8,77,55,1
18,5,10,77,33,1
30,4,6,77,46,1
25,5,8,51,73,0
22,12,6,64,24,0
30,9,4,77,16,1
30,5,6,75,48,0
28,2,10,76,43,0
18,1,7,90,42,0
23,3,4,50,88,0
24,2,10,61,15,0
22,2,10,78,54,0
25,11,9,80,39,1
30,5,8,54,49,1
19,2,6,95,12,1
26,4,8,83,81,1
18,0,10,84,1,1
27,8,7,80,91,1
26,2,5,55,22,0
23,7,10,50,34,0
29,6,10,66,21,0
24,1,5,96,14,0
18,3,8,66,29,0
25,5,5,77,44,0
29,6,10,98,68,1
26,5,10,90,21,1
22,8,5,69,16,1
26,11,10,64,64,1
22,5,10,98,34,1
28,6,6,69,83,1
28,7,6,97,18,0
19,1,5,62,19,0
25,4,10,84,78,1
29,7,9,89,93,1
19,7,7,99,50,1
21,10,6,91,82,1
20,7,5,51,24,0
26,8,7,93,21,0
25,5,9,50,83,0
30,1,8,100,49,0
18,4,6,95,81,1
24,9,10,64,41,0
26,2,6,89,29,1
21,4,4,52,89,0
29,1,8,54,91,0
25,7,8,68,65,0
24,5,5,67,32,1
28,5,6,66,54,1
26,3,10,84,46,0
25,9,8,63,57,1
26,1,4,91,87,1
30,11,9,70,30,1
19,2,8,79,64,1
22,8,9,74,79,1
24,9,8,82,99,1
30,11,8,53,39,0
23,7,8,94,17,0
19,4,10,78,87,1
24,3,4,55,93,0
26,11,7,95,32,1
20,3,10,85,83,1
25,2,8,65,30,0
19,2,4,91,84,1
18,6,10,60,72,1
20,8,10,82,6,0
26,3,5,59,15,1
19,0,5,64,22,0
18,1,9,83,49,1
24,1,4,51,65,0
27,10,10,85,86,1
24,1,4,85,10,0
21,5,7,100,11,1
29,3,8,68,40,0
28,1,8,82,96,1
25,4,7,100,96,1
26,10,5,62,40,1
27,5,10,93,12,1
21,11,10,51,58,0
24,2,4,73,35,0
29,9,7,78,9,1
29,0,7,77,85,1
22,1,4,50,82,0
23,4,10,55,90,1
21,4,4,78,69,1
24,9,10,87,34,1
25,0,8,89,1,0
26,12,5,77,53,1
22,8,5,74,68,1
27,9,7,60,49,0
30,0,8,64,69,0
26,8,9,86,15,1
28,10,9,81,100,1
23,0,6,87,54,1
25,1,8,79,48,1
27,3,5,51,11,0
29,12,6,79,80,1
26,2,7,50,38,0
26,0,10,86,47,0
19,12,7,73,42,1
19,7,7,79,37,1
28,11,5,81,37,1
20,12,4,56,69,1
28,8,5,67,11,0
27,6,5,77,34,1
20,9,7,71,65,1
25,0,10,95,33,0
23,4,5,56,70,1
22,5,7,52,40,0
26,2,4,86,18,1
23,7,10,50,90,1
29,0,4,90,51,1
29,5,7,67,6,0
21,2,6,80,22,0
26,9,6,96,100,1
18,1,7,83,83,0
26,2,5,94,33,0
21,1,5,76,9,0
26,12,10,73,0,1
18,12,6,85,82,1
18,1,4,86,47,0
27,2,10,79,13,0
28,1,6,61,54,1
18,11,6,64,56,1
27,2,5,52,4,0
30,6,8,70,87,1
25,4,9,91,11,0
27,12,6,85,91,1
22,3,10,91,18,0
26,7,7,87,71,1
24,5,5,88,32,1
25,12,4,76,93,1
27,12,9,82,18,0
21,12,6,84,10,1
30,11,10,54,4,0
18,2,6,99,71,1
24,3,9,61,8,0
22,3,10,100,93,1
22,8,10,65,43,0
20,6,8,53,51,0
26,6,4,97,54,1
27,8,5,95,32,0
26,8,5,85,38,0
23,12,5,74,80,0
22,6,5,84,6,1
18,7,10,78,35,1
24,5,7,89,42,1
23,6,5,63,72,1
18,9,4,84,42,0
23,1,4,81,80,0
29,0,9,88,13,0
19,1,4,79,99,1
24,1,8,93,2,1
30,4,9,78,87,1
28,11,5,60,81,1
29,9,6,64,40,0
22,11,4,93,22,0
19,10,5,61,56,0
30,12,8,72,7,1
24,12,10,94,6,1
19,5,5,96,23,0
23,12,9,93,87,1
25,10,8,71,4,1
18,7,4,98,56,1
20,7,8,85,6,0
29,11,8,93,46,1
21,10,10,54,6,1
24,4,9,89,27,0
30,11,4,63,88,1
19,0,6,72,16,0
21,6,4,82,78,1
30,4,4,54,69,1
27,1,5,91,43,0
27,2,8,72,44,0
21,5,9,86,43,1
23,6,4,52,7,0
25,9,8,50,82,1
27,6,10,85,7,1
24,11,7,80,33,1
29,3,7,82,34,0
20,11,5,92,24,1
22,4,8,94,47,0
18,0,7,81,58,1
20,5,6,50,27,0
23,0,4,81,27,0
23,4,5,75,23,1
25,8,6,61,74,1
20,10,8,94,99,1
30,3,6,71,12,1
29,12,4,86,5,1
24,10,4,72,31,1
30,8,8,76,65,1
18,2,4,55,49,0
21,12,5,89,0,1
28,5,7,71,96,0
27,8,10,84,57,1
27,2,4,60,75,0
30,6,6,60,50,1
21,6,9,61,1,0
20,7,6,72,66,1
22,7,7,51,88,1
18,7,4,55,44,0
21,11,10,85,0,1
24,11,5,56,82,1
29,10,5,54,45,0
26,12,4,83,73,1
29,0,9,73,72,1
19,12,4,82,55,1
23,5,8,85,10,0
23,9,9,79,88,0
20,11,9,56,48,1
18,11,4,98,98,1
21,7,8,98,89,1
21,1,8,74,77,0
26,9,7,61,65,1
22,0,9,56,65,1
29,12,7,60,0,1
26,3,8,68,68,1
21,2,9,59,7,0
22,4,7,67,83,1
20,11,10,83,95,1
24,5,8,88,90,1
18,10,5,97,80,1
20,0,9,63,6,0
29,11,5,64,16,1
25,7,6,58,89,0
21,5,9,62,5,0
30,2,8,55,53,0
18,6,6,75,25,1
18,5,9,100,76,1
25,7,7,72,50,0
19,9,8,64,16,0
28,0,9,60,76,1
28,10,9,54,60,1
27,0,10,60,74,0
26,3,4,100,3,1
29,8,10,67,8,0
24,2,5,86,10,0
21,1,7,81,1,0
23,6,8,73,53,0
24,7,10,52,49,1
24,2,4,86,65,0
23,5,4,69,74,1
30,12,6,69,83,1
24,6,5,93,39,1
21,11,5,86,53,1
22,10,8,74,21,1
20,2,7,58,55,0
19,1,6,59,32,0
24,10,5,97,43,1
26,11,6,67,86,1
28,8,10,82,81,1
18,8,9,81,76,0
27,1,9,89,52,1
21,11,6,95,10,1
27,10,7,66,28,1
23,12,5,58,92,0
22,7,5,73,85,1
26,3,5,65,33,0
18,12,9,65,9,1
23,10,8,81,51,1
29,4,6,79,99,1
29,9,9,67,63,1
25,6,8,95,92,1
22,11,10,90,42,0
23,3,7,73,72,1
22,6,7,96,76,1
24,12,4,77,26,0
20,1,5,71,36,0
26,11,4,86,42,0
27,4,8,55,43,1
24,9,5,70,100,1
27,6,7,69,57,1
21,0,7,67,17,0
30,11,8,57,34,1
19,4,4,92,33,1
27,3,5,100,20,0
19,4,10,70,39,1
30,0,7,86,52,1
30,7,5,56,87,0
18,8,9,93,93,1
26,5,5,59,15,1
29,8,7,55,71,1
20,3,6,92,35,0
20,6,8,79,33,1
28,10,9,81,6,1
21,10,5,91,86,1
26,6,10,71,94,1
21,7,7,78,16,0
24,10,6,76,24,1
18,1,6,53,82,0
30,10,9,72,19,0
26,1,4,73,41,0
28,0,4,51,19,0
28,2,9,58,8,0
23,7,9,62,15,0
27,4,5,86,88,1
30,3,10,75,67,0
29,1,7,60,4,0
21,6,8,72,44,0
26,12,7,61,92,1
28,2,8,96,80,1
30,3,6,58,92,1
27,5,10,92,87,1
21,2,5,59,81,0
25,3,9,89,24,0
27,9,5,50,36,0
25,11,9,100,28,1
21,2,5,77,54,1
23,0,7,75,11,0
26,7,4,82,23,1
25,12,4,98,64,1
21,6,4,56,1,0
20,6,4,72,82,1
26,3,8,93,71,1
20,11,4,81,85,1
28,6,9,98,33,1
22,12,7,80,25,1
30,4,5,59,26,0
21,11,5,59,20,0
26,0,9,56,96,0
22,2,6,85,85,0
27,2,9,92,87,1
20,2,9,72,51,1
20,9,6,63,47,1
24,3,10,90,92,1
30,3,4,91,14,0
22,6,9,100,62,1
21,0,7,92,40,1
26,4,10,57,83,0
20,0,9,54,28,0
20,6,9,53,65,0
28,6,5,86,92,1
23,6,4,70,93,1
25,0,6,70,32,0
30,2,9,92,8,0
24,11,6,54,9,0
28,5,6,77,34,1
28,1,8,96,48,1
21,9,6,78,70,1
30,2,4,80,0,0
18,4,5,77,20,0
19,9,10,91,63,1
29,10,4,59,39,1
21,9,5,98,91,1
27,6,7,84,72,1
24,0,8,83,60,1
20,6,7,80,29,1
27,12,5,58,56,1
28,12,4,79,43,1
26,8,8,80,83,1
23,3,10,90,26,0
28,9,9,94,39,1
27,1,9,99,48,1
21,0,8,93,92,1
28,5,5,64,15,1
20,1,8,54,45,0
30,5,7,74,34,0
27,10,7,68,61,1
18,0,5,76,71,1
22,4,8,92,97,1
24,4,8,78,75,1
22,1,7,62,49,0
24,11,4,66,42,1
24,3,6,70,89,1
21,0,8,97,49,0
27,6,8,61,59,1
19,10,8,91,45,1
29,6,5,70,26,1
23,9,7,96,1,1
23,1,5,83,20,0
28,3,7,69,30,0
23,9,6,83,79,1
27,12,6,89,50,1
22,6,9,77,31,1
23,12,6,68,95,1
29,4,10,54,39,0
24,9,8,87,31,1
21,11,10,66,35,1
22,3,8,67,52,1
26,12,9,92,89,1
20,3,4,87,42,1
20,9,9,80,92,1
27,10,10,84,82,1
26,9,10,67,12,1
19,0,10,86,57,1
29,2,4,80,97,1
23,4,10,83,44,1
28,11,10,76,47,1
30,9,5,99,16,1
18,0,6,67,72,0
22,6,4,59,92,1
27,0,10,51,18,0
23,1,5,99,14,1
25,5,10,75,45,1
27,6,5,71,74,1
28,7,4,85,55,0
19,9,8,63,8,1
23,8,6,62,33,0
24,6,5,55,9,0
26,8,6,53,26,0
20,3,10,76,20,0
29,2,4,65,24,0
22,2,6,76,26,0
18,4,5,92,57,1
24,8,9,94,86,1
24,12,10,84,3,1
30,10,6,95,90,1
27,4,7,98,74,0
20,12,9,55,82,1
25,7,6,54,59,1
18,4,5,70,7,1
26,12,10,73,6,1
26,9,6,77,50,1
25,12,6,96,96,1
20,3,5,58,66,0
27,12,5,50,17,1
23,6,8,56,27,1
18,3,4,64,25,0
25,7,4,96,88,1
24,12,7,73,1,1
24,2,10,80,78,1
30,5,5,97,7,1
28,5,5,53,10,0
20,3,9,87,71,1
25,2,5,51,27,0
30,2,4,58,69,0
19,12,8,97,98,1
25,11,5,60,84,1
22,0,6,53,56,0
29,6,10,66,84,0
25,11,10,56,60,1
29,7,6,66,52,1
30,9,10,61,33,1
23,10,8,64,68,0
25,2,10,93,60,1
23,8,10,54,23,1
27,0,10,87,100,1
24,6,10,84,36,0
26,11,9,59,31,1
28,3,7,86,98,0
30,2,4,58,10,0
18,1,8,79,65,1
29,5,9,85,53,0
29,9,4,92,9,1
18,7,6,94,4,0
21,9,5,72,13,0
27,9,6,94,45,1
23,11,10,57,63,1
20,2,7,74,95,1
21,8,7,61,20,1
22,2,5,57,48,1
28,5,9,66,75,0
24,3,5,97,94,1
26,3,5,68,37,0
18,4,8,83,63,1
27,5,4,67,59,1
20,0,10,73,78,0
30,8,9,72,9,0
23,3,10,93,57,1
27,11,5,75,54,1
21,2,8,97,40,1
22,2,7,81,60,1
20,2,6,86,19,1
19,6,6,84,10,1
27,2,4,91,47,1
20,2,8,68,14,1
30,6,5,52,19,0
23,12,9,94,74,1
24,3,7,92,92,1
28,6,5,89,92,1
30,2,4,77,48,1
28,4,8,82,3,0
26,5,4,62,26,0
21,10,8,98,5,1
27,8,10,64,90,0
19,10,4,61,19,1
20,12,4,73,95,1
28,1,9,73,68,1
24,8,7,84,63,0
22,0,4,98,74,1
23,4,8,84,7,0
22,12,5,93,0,1
24,2,8,82,63,1
26,7,5,70,66,1
29,6,9,75,36,0
24,11,6,99,95,1
24,11,5,63,37,1
19,9,5,95,55,1
20,1,5,61,2,0
19,0,6,60,78,1
21,12,4,68,93,1
26,9,10,94,14,1
27,7,5,98,52,1
27,9,6,86,88,1
28,2,8,94,25,1
26,0,4,64,55,0
18,11,9,97,21,1
18,0,6,62,95,1
23,3,8,75,24,0
18,5,9,52,41,0
22,3,8,65,70,0
23,8,9,60,53,0
27,2,9,99,72,1
18,0,7,75,68,0
20,7,10,77,31,0
20,8,5,82,78,1
28,12,5,63,61,1
29,1,8,71,81,1
28,8,10,98,98,1
24,7,4,65,55,1
30,1,4,54,24,0
26,12,5,62,28,0
20,1,9,84,65,0
21,5,5,79,94,1
19,8,7,70,90,0
29,11,4,75,61,1
19,10,4,77,96,1
23,9,5,50,81,0
26,8,4,91,34,1
19,9,5,79,77,1
24,1,7,82,88,1
27,6,8,84,82,1
29,4,6,92,63,1
28,0,9,96,19,0
24,5,9,75,68,1
20,9,10,72,73,1
20,5,7,63,39,0
27,9,5,71,41,1
22,10,7,90,81,1
25,11,6,58,74,0
18,7,6,90,60,1
27,6,7,87,38,1
25,9,8,75,62,1
18,8,10,88,58,1
28,7,6,85,45,1
27,4,7,67,9,0
21,12,8,82,38,1
25,3,6,79,66,0
23,3,7,96,74,1
26,1,7,68,99,1
18,4,6,70,1,0
20,10,9,82,50,1
23,2,4,52,20,0
25,0,7,75,37,0
18,0,10,84,22,0
22,5,8,56,98,1
26,8,8,85,24,0
30,0,6,80,39,0
26,8,5,89,76,1
22,11,4,85,44,1
21,0,5,78,100,1
18,0,4,63,5,0
29,6,10,93,51,1
30,9,6,91,26,1
23,6,6,56,71,1
27,3,10,78,69,0
22,6,7,86,6,1
25,11,4,91,15,1
20,6,9,52,3,0
30,3,7,73,88,1
21,4,6,69,32,1
27,0,7,80,35,0
24,8,7,73,21,1
18,6,5,100,99,1
23,5,8,88,55,0
20,5,7,99,22,1
20,1,8,50,42,0
28,10,9,68,56,1
22,7,6,80,49,1
22,10,10,70,47,1
27,6,6,60,12,0
21,8,5,70,0,0
19,2,6,71,93,1
19,2,9,88,7,1
21,6,5,92,23,0
19,11,10,80,30,0
28,2,9,79,63,1
30,4,8,91,69,1
27,5,8,70,91,1
26,5,5,61,74,0
20,10,10,72,17,0
23,1,7,57,64,0
23,9,4,78,8,1
18,8,10,90,6,1
27,1,6,78,58,1
25,3,10,73,81,1
30,2,6,78,67,0
29,4,4,100,59,1
27,4,9,86,58,1
22,9,5,52,42,1
26,8,4,64,24,1
21,6,4,100,8,1
21,10,8,88,23,1
18,8,7,82,68,1
30,8,4,72,22,1
25,3,4,68,71,1
23,10,4,70,23,1
29,4,7,70,84,1
23,11,5,80,100,1
19,8,8,56,45,1
25,3,6,67,48,0
29,7,7,97,48,0
27,12,7,87,8,0
21,3,10,75,17,0
27,4,7,90,55,1
23,0,8,87,73,1
18,11,4,57,6,0
26,5,7,64,73,1
21,10,9,71,20,1
19,8,8,76,84,1
22,2,9,68,49,1
26,12,8,69,79,1
28,9,9,79,74,1
20,8,6,99,62,1
29,9,6,98,66,1
26,11,4,87,6,1
19,7,9,87,59,1
27,10,9,90,9,0
